tweet,likes_count,tweetFiltrado,topico
"we must distinguish between invader and invaded, between occupier and occupied, between aggressor and attacked.  and always support those who suffer. or not?.  #ukraine #russia #palestine #israel",18,distinguish invader invaded occupier occupied aggressor attacked support suffer ukraine palestine israel,3
"coup to remove cancer-stricken putin underway in russia, ukrainian intelligence chief says:  i can only hope this is true. not wishing cancer on anyone, but a coup to oust this monster would make the world a better place!  #putin #russia  https://t.co/2gcuimrv6r via @yahoo",18,coup remove cancerstricken putin underway ukrainian intelligence chief hope true wishing cancer coup oust monster world better place putin yahoo,7
#russian soldiers were shown to have shot at two unarmed civilians in the back.  #russia | #russianwarcrimes    https://t.co/lu02nubxgh,18,soldier shot unarmed civilian  russianwarcrimes,3
@leonelk855 quite. i'm happy enough knowing that thanks to the wisdom and strength of #russia and #china working in unity that i will yet live to see the end of an evil era.. the complete demise of the '#holyromanempire'.. whateverthefcukyouwannacallem.. and happier times for #humanity,18,leonelk happy knowing wisdom strength china working unity will live evil era complete demise holyromanempire whateverthefcukyouwannacallem happier time humanity,0
"#russia will respond ""according to the situation"" to finland's possible entry into #nato, russia's foreign ministry said thursday in response to a statement by finnish leaders saying they supported joining the alliance.",18,will respond situation finland entry nato russia foreign ministry thursday response statement finnish leader supported joining alliance,8
"video for the #us 155mm m-777 howitzer sent to ukraine, from this angle, it can be seen that the howitzer does not have a communication location assembly (cla) block for receiving data from third-party information sources. #russia #russia_ukraine #ukraine  https://t.co/gtwxdyu1q5",18,video mm howitzer ukraine angle howitzer communication location assembly cla block receiving data thirdparty source russiaukraine ukraine,7
#ukraine: a captured russian t-72b3 tank with a new ukrainian camo and symbols. #ukrainewar #ukrainerussiawar #ukrainerussianwar #ukraineunderattack #russia #kyiv #kiev #ukrainian #russianarmy #ukraina  https://t.co/6savedh0jr,18,ukraine captured tb tank ukrainian camo symbol ukrainewar ukrainerussiawar ukrainerussianwar ukraineunderattack kyiv kiev ukrainian russianarmy ukraina,7
victory day #russia   https://t.co/kmkto9xjxx,18,victory day,0
"my actual sky news australia tv interview: ""political scientist professor ivan katchanovski says russian president vladimir putin’s ‘victory day’ speech suggests russian plans to “annex” parts of ukraine."" #russia #ukrainewar #putin #ukrainerussia  ""  https://t.co/g0u6lpi8cw",18,actual sky news australia tv interview political scientist professor ivan katchanovski president vladimir putin ‘victory day speech suggests plan annex part ukraine ukrainewar putin ukrainerussia ,0
"conflict zone | ukraine | day 77  #breaking: the armed forces of ukraine liberated the village of pitomnik in the kharkiv region, - the general staff.  #rage #military #azovstal  #kyiv #russia #ukraine  https://t.co/l64zw60j5p",18,conflict zone  ukraine  day breaking armed force ukraine liberated village pitomnik kharkiv region  general staff rage military azovstal kyiv ukraine,7
"new: #russia launched about a half dozen missiles at #lviv from the #blacksea - most likely from a submarine - and hit the training center at #yavoriv, doing only minor damage, per a senior us defense official",18,launched half dozen missile lviv blacksea  submarine  hit training center yavoriv minor damage senior defense official,4
#montenegro  stands with its allies in condemning malicious cyber activities that #russia  conducted as a part of its illegal and unjustified invasion of #ukraine .,18,montenegro stand ally condemning malicious cyber activity conducted illegal unjustified invasion ukraine ,0
ukrainian military says russian retreating from kharkiv  #ukrainerussianwar #ukrainerussia #kharkhiv #russia #ukraine    https://t.co/2pduqvmpxm,18,ukrainian military retreating kharkiv ukrainerussianwar ukrainerussia kharkhiv ukraine,7
"#russia in volgograd, the military parade ended with the flight of an aircraft from the times of the great patriotic war, which dropped holiday leaflets  https://t.co/ftdroaj4mg",18,volgograd military parade ended flight aircraft time great patriotic war dropped holiday leaflet,0
"ten israeli soldiers are brutally man handling a thirteen years old deaf palestinian girl and there is no report in the western media. imagine if the same happened in ukraine, by now every big media house would have been flooded with the russian manslaughter news. #russia  https://t.co/ghle7a0wuj",18,ten israeli soldier brutally man handling thirteen year deaf palestinian girl report western medium imagine happened ukraine big medium house flooded manslaughter news,3
#ukraine: ukrainian forces recently captured a damaged russian t-80bv tank. #ukrainewar #ukrainerussiawar #ukrainerussianwar #ukraineunderattack #russia #kyiv #kiev #ukrainian #ukraina #ukraineinvasion  https://t.co/kygaiywdhq,18,ukraine ukrainian force captured damaged tbv tank ukrainewar ukrainerussiawar ukrainerussianwar ukraineunderattack kyiv kiev ukrainian ukraina ukraineinvasion,7
g7 nations urge #belarus to stop enabling #russia's aggression.,18,nation urge belarus enabling russia aggression,0
"#russia's #putin - ""he still has a significant majority [of combat power] available to him"" per a senior us defense official  official says #ukraine likewise has significantly majority of its combat power available",18,russia putin  majority combat power senior defense official official ukraine likewise majority combat power,4
#uranium annual demand 200 million lbs. annual mining capacity about 130 million lbs. no new mines coming on stream. throw in #russia #putin insanity. classic supply demand conundrum. that’s all you need to understand on a macro level $urnm $ccj $dnn $ura $hura. class dismissed.,18,uranium annual demand lb annual mining capacity lb mine coming stream throw putin insanity classic supply demand conundrum understand macro level urnm ccj dnn ura hura class dismissed,5
#ukraine: two russian t-80u tanks destroyed in the #zaporizhzhia region.#ukrainewar #ukrainerussiawar #ukrainerussianwar #ukraineunderattack #russia #kyiv #kiev #ukrainian #russianarmy #ukraina #ukraineinvasion  https://t.co/cc8bvsfyh4,18,ukraine tu tank destroyed zaporizhzhia regionukrainewar ukrainerussiawar ukrainerussianwar ukraineunderattack kyiv kiev ukrainian russianarmy ukraina ukraineinvasion,7
huge irony is if @tulsigabbard and @tuckercarlson repeated lies in #russia against #putin instead of helping him would be “novichoked”? as tens of thousands of ukrainian civilians already murdered how they can sleep at night helping putin? #mariupol #bucha  https://t.co/gmlnovmqpj,18,huge irony tulsigabbard tuckercarlson repeated lie putin helping novichoked ten thousand ukrainian civilian murdered sleep night helping putin mariupol bucha,3
"in #ukraine, since 24 february 2022 when #russia began its large scale invasion, 226 children have been killed and 416 injured.   https://t.co/nmsc3kq1ib",18,ukraine february began large scale invasion child killed injured,3
"#ukraine: in the video,one of the donated m777a2 155mm towing howitzers somewhere in the #odessa region.this howitzer can use xm982 excalibur gps-guided ammunition that provides a range of up to 40 km.#ukrainewar #ukrainerussiawar #ukraineunderattack #russia #kyiv #kiev #ukraina  https://t.co/0kreia4d9m",18,ukraine videoone donated ma mm towing howitzer odessa regionthis howitzer xm excalibur gpsguided ammunition range kmukrainewar ukrainerussiawar ukraineunderattack kyiv kiev ukraina,7
#russia #ukraine russian and lpr forces captured the village of #oleksandropillia in north of #popasnaya.  map:  https://t.co/givpl4xlgk /631  https://t.co/a2kywicjrx,18,ukraine lpr force captured village oleksandropillia north popasnaya map ,4
@anonopsse let's hope #russia keeps up its self-embargo. its gdp is already projected to decline by 8-12% this year.,18,anonopsse hope keep selfembargo gdp projected decline  year,0
"talking about being a liar, here is lavrov, 2 weeks after #russia openly invaded #ukraine on 24 february:   https://t.co/xzknvbrsyk  https://t.co/cchgyczbtk",18,talking liar lavrov week openly invaded ukraine february,0
" scott ritter, joined me to discuss the war in #ukraine, #nato expansion, the personality and politics of vladimir putin, and what he sees as the last battle to destroy nazism.  #russia  https://t.co/7crvj2padr",18,scott ritter joined discus war ukraine nato expansion personality politics vladimir putin see battle destroy nazism,0
moscow will take adequate precautionary measures if nato deploys nuclear forces and infrastructure closer to russia's border.  #nato | #russia  https://t.co/h8v3eyn5gr,18,moscow will adequate precautionary measure nato deploys nuclear force infrastructure closer russia border nato ,8
