tweet,likes_count,tweetFiltrado,topico
stage manager gets to ipads running on m1 and allows overlapping windows for the first time #wwdc22  https://t.co/2mpbu0qkis,5,stage manager ipads running m1 allows overlapping window time,7
funny how @apple understands the need to edit your message but @twitter doesn't... #wwdc22,5,funny @apple understands edit message @twitter,3
"apple just said, ""bye now , pay later"" to the whole bnpl industry   #wwdc22",5,apple bye  pay bnpl industry,0
we’ll be able to edit and undo imessages in ios16  #wwdc22,5,edit undo imessages ios16,3
reminder to self: upgrade my parents' phones and set up medication info in 3 months   #wwdc22,5,reminder upgrade parent phone set medication info 3 month,9
"focus modes now extends to safari tabs, messages, mail and calendar #wwdc22  https://t.co/eysm7jxlic",5,focus mode extends safari tab message mail calendar,7
ipados 16 compatible with ipad 5th generation and above models. #ipados16 #wwdc22  https://t.co/yqqwzy14mg,5,ipados 16 compatible ipad 5th generation model #ipados16,1
stage manager and proper external display support on ipad! #wwdc22,5,stage manager proper external display support ipad,7
"apple turns android? lock screen now features customisation abilities and ooh, live updates #wwdc22",5,apple turn android lock screen feature customisation ability ooh live update,3
"metal 3 makes graphics even better. metalfx upscaling available for developers to increase frame rate for improved responsiveness. a new fast resource loading api, providing more direct path from storage to unified memory system #wwdc22  https://t.co/ci9mpu5jok  https://t.co/bxx1equarw",5,metal 3 graphic better metalfx upscaling developer increase frame rate improved responsiveness fast resource loading api providing direct path storage unified memory system,4
"passkeys is a means of being able to log into accounts without having to have a username or password. this has been a big push from other companies like google &amp; microsoft where the ""password"" will cease to exist. more secure, can't be phished or social engineered.  #wwdc22  https://t.co/cvy1ogilni",5,passkey log account username password big push company google microsoft password cease exist secure phished social engineered,1
"absolutely never thought i’d be saying this, but i think i’m buying the new macbook air as my personal laptop  #wwdc22    https://t.co/bnebsplvzg",5,absolutely thought buying macbook air personal laptop,8
apple maps is an interesting integration example: - support for transit passes (id infrastructure) - support for adding cash to your transit pass (apple pay infrastructure) these different investments are all dovetailing nicely. #wwdc22,5,apple map interesting integration example support transit pass infrastructure support adding cash transit pas apple pay infrastructure investment dovetailing nicely,0
live text is coming to video. you can pause a video on any frame and interact with text #wwdc22  https://t.co/ci9mpu5jok  https://t.co/3rncjvtt8w,5,live text coming video pause video frame interact text,3
looks like we have a new uimenucontroller to reverse-enginner.  #wwdc22,5,uimenucontroller reverse-enginner,0
just like the ios 8 &amp; 9! love it!  #wwdc22  https://t.co/abacnu0deo,5,io 8 9 love,3
"new macbook air announced, with m2 chip. #wwdc22",5,macbook air announced m2 chip,8
5 minutes to go… #wwdc22,5,5 minute,5
i'm ready to sign up for ios 16's public beta and fuck up my phone just to have the features early :) #wwdc22,5,ready sign io 16 public beta fuck phone feature early ,3
shoutout to cetirizine! #wwdc22,5,shoutout cetirizine,0
"so it’s almost #wwdc22 and #borisout time. so i have apple’s keynote playing on the tv via the tv box, and @bbcnews on my mac keeping me up to date with the shenanigans in parliament. who says only women can multitask ",5,#borisout time apple keynote playing tv tv box @bbcnews mac keeping shenanigan parliament woman multitask,0
most waited feature rolling notification #ios16 #wwdc22  https://t.co/bywwyciyhw,5,waited feature rolling notification #ios16,3
"omg the medication reminders, this is so clutch, folks i know who have to use a lot of daily meds are going to love this #wwdc22",5,omg medication reminder clutch folk lot daily med going love,9
what. resident evil village sur mac ???  #macos13  #wwdc22,5,resident evil village sur mac  #macos13,0
$aapl beats @elonmusk to edit button in imessage $twtr #wwdc22,5,aapl beat @elonmusk edit button imessage twtr,3
less than one hour to go! #wwdc22,5,hour,6
#wwdc22 starts in an hour,5,start hour,6
m2 is herrrrrrrrre!   #wwdc #wwdc2022 #wwdc22  https://t.co/rjwndgbmqu,5,m2 herrrrrrrrre #wwdc #wwdc2022,4
sporty craig #wwdc22  https://t.co/9yazshsdwf,5,sporty craig,5
"quick reminder: it is inconstitutional in usa for anybody to force you to give up your password.  it is legal for government officials to unlock your device by forcing you to activate biometrics, not protected by 4th amendment.  #4thamendment #wwdc22",5,quick reminder inconstitutional usa force password legal government official unlock device forcing activate biometrics protected 4th amendment #4thamendment,8
just take my money? :)  #applewatch #wwdc22 #apple  @chrisggarrod @barbmaclean  https://t.co/kvw43o9dne,5,money  #applewatch #apple @chrisggarrod @barbmaclean,9
safari playing two truths and a lie #wwdc22  https://t.co/slnnf9npty,5,safari playing truth lie,7
"so far, new siri ui and banner notifications are the best new #watchos9 features. #wwdc22",5,siri ui banner notification best #watchos9 feature,9
"""our webcams are lackluster so you can now use your iphone to do the job!"" #wwdc22  https://t.co/jrd8r87two",5,webcam lackluster iphone job,0
"all new profiles are available for download, including ios 16, ipados 16, watchos 9, macos ventura, and tvos 16.   https://t.co/ljfxjb7pz4  #wwdc22  https://t.co/1jvxks0mmm",5,profile download including io 16 ipados 16 watchos 9 macos ventura tvos 16,3
yey! excited for this.  #wwdc22  https://t.co/jtssdh7lk1,5,yey excited,5
easier screen time control for parents. yes! #wwdc #wwdc2022 #wwdc22  https://t.co/impadcnpck,5,easier screen time control parent #wwdc #wwdc2022,1
the john -&gt; johny relationship clearly has a special chemistry. how many keynotes in a row have they tag-teamed? #wwdc22,5,john -gt johny relationship clearly special chemistry keynote row tag-teamed,5
they color matched the magsafe cables. (which was a miss on the m1 macbook pros.) #wwdc22  https://t.co/djsvk3isqg,5,color matched magsafe cable m1 macbook pro,6
"undo send, follow up reminders, schedule send and more coming to mail. #wwdc22",5,undo send follow reminder schedule send coming mail,3
fitness app will be available to all #iphone users in #ios16    #apple #wwdc #wwdc22 #wwdc2022 #watchos9  https://t.co/18gzwuftuj,5,fitness app #iphone user #ios16 #apple #wwdc #wwdc2022 #watchos9,9
i thought i wouldn’t be too excited about ios 16 but the new lock screen and messages improvements have me hyped #wwdc22,5,thought excited io 16 lock screen message improvement hyped,3
medication tracking via the health app!  fuck yes!  genuinely thrilled about this.  #wwdc22,5,medication tracking health app fuck genuinely thrilled,9
half an hour until #wwdc22 who’s watching?,5,half hour watching,5
steph curry shaking in his boots #wwdc22,5,steph curry shaking boot,0
y’all ever been impressed by an elevator before? made it to the fourth floor of apple park! #wwdc22  https://t.co/homhpwh7qp,5,yall impressed elevator fourth floor apple park,0
you guys watching the apple event? wow#wwdc22,5,guy watching apple event wow#wwdc22,5
apple m2 chip announced!  #wwdc22,5,apple m2 chip announced,4
this is a very strange keynote… why are they jumping right to the mac?? we still haven’t gotten through ipados or macos! #wwdc22,5,strange keynote jumping mac ipados macos,5
"ok... #continuitycamera is super cool. well done, @apple! #wwdc22",5,#continuitycamera super cool @apple,0
"also, how f***ing sexy is that new air?  #wwdc22",5,fing sexy air,8
"far out, display scaling only for m1  so annoying  #wwdc22",5,display scaling m1 annoying,4
i made it to #wwdc22 ! the keynote was great!  https://t.co/m1tyqqnmjz,5, keynote great,5
face id now works in landscape in ios 16… why did they not do this beofre?!?! #wwdc22  https://t.co/9nqkvsh2bs,5,face work landscape io 16 beofre,3
"aww.. those lockscreens. android fanboys, stay away #wwdc22",5,aww lockscreens android fanboys stay,0
watching my boy craig f. and loving all the new #wwdc22  announcements.   (pic from backstage at #websummit)  https://t.co/gyjlshkpda,5,watching boy craig loving announcement pic backstage #websummit,5
@rsgnl @tim_cook that's more fitting #wwdc22  https://t.co/pa7cyo04wh,5,@rsgnl @tim_cook fitting,0
"#wwdc22, waiting on that ios16 announcement",5,waiting ios16 announcement,3
ohoooo macbook air m2 guna magsafe 3 #wwdc22  https://t.co/hpryjqkqrk,5,ohoooo macbook air m2 guna magsafe 3,8
the new m2 also in the 13-inch macbook pro!  #wwdc #wwdc2022 #wwdc22  https://t.co/5gxe1vnecp,5,m2 13-inch macbook pro #wwdc #wwdc2022,8
"klarna, affirm, and all other apps that let you pay things over a couple of installments are shaking!!!! #wwdc22",5,klarna affirm apps pay thing couple installment shaking,0
oh come on even apple is also in to #applepaylater #appleevent #apple #wwdc22 #wwdc2022  https://t.co/1mo8tnk8m5,5,apple #applepaylater #appleevent #apple #wwdc2022,0
macbook air with m2. this is going to be great for us usual people. #wwdc22  https://t.co/zf83ob5ogh,5,macbook air m2 going great usual people,8
ok tim apple show me the goggles  #wwdc22,5,tim apple goggles,0
apple pay later . #wwdc22,5,apple pay ,0
#wwdc22 realtime micro thoughts. here we go...,5,realtime micro thought,0
new #macbookair air  • m2 chip • 13.6” liquid retina display • 2.7 pounds • magsafe + 18 hours battery • 67w fast charging • 1080p camera  #apple #wwdc #wwdc22 #wwdc2022 #ios16 #watchos9 #macbookair2022  https://t.co/6vkrlzg15d,5,#macbookair air • m2 chip • 136 liquid retina display • 27 pound • magsafe  18 hour battery • 67w fast charging • 1080p camera #apple #wwdc #wwdc2022 #ios16 #watchos9 #macbookair2022,6
these colours are so much better than the leaks/rumours #wwdc22,5,colour better leaksrumours,6
this may be the greatest moment of my life   #wwdc22,5,greatest moment life,0
i love carplay and this update excites me. looks a lot clearer. #wwdc22,5,love carplay update excites lot clearer,1
"“this is how you can share pics with your grandkids, and this is how you can escape an abusive relationship.” #wwdc22  that got real quick",5,share pic grandkids escape abusive relationship real quick,2
new #maps updates. but not for india. :( #wwdc22  https://t.co/uo2du2wpwm,5,#maps update india ,8
